TempID,SiteID,Survey_Ref,Modern Name,Ancient Name,Local-Easting,Local-Northing,Easting-Long,Northing-Lat,SiteSize,PopulationEstimate,Regions-3,Regions-2,Region,GeologicType,SiteType,SiteFunction,BurialType,Reference,Period,Rainfall,Temperature,Elevation,Slope,Aspect,Cattle/km2,Goats/km2,Pigs/km2,Sheep/km2
92,197,ASI18/1-90,Height Spot 270 m,,267700,762100,35.72038785,32.95280812,,,Refugia,Jordan Valley,Golan,,Surface,Pastoral,No Burials,Hartal and Yigal 2012,Chalcolithic (undifferentiated),499,65.90000153,259,4.073506832,270,10.6425,14.0693,0,76.757
93,199,ASI18/1-95,Nahal Meshoshim and Nahal Qa?rin ,,262200,761800,35.66155501,32.95033227,,,Refugia,Jordan Valley,Golan,,Surface,Pastoral,No Burials,Hartal and Yigal 2012,Chalcolithic (undifferentiated),479,67.32499695,80,8.655952454,171.7241058,12.0148,17.8143,0,63.8422
94,204,ASI18/1-109,Ein Abu Dalyyeh,,269300,761650,35.73747433,32.94867893,,,Refugia,Anti-Lebanon Mountains,Golan,,Surface,Unknown,No Burials,Hartal and Yigal 2012,Chalcolithic (undifferentiated),536,64.74499512,407,4.608384609,260.2175903,10.4865,13.8493,0,73.4037
95,209,ASI18/1-120,Height Spot 234 Horbat,,267200,760500,35.71495778,32.93840388,,,Refugia,Anti-Lebanon Mountains,Golan,,Surface,Pastoral,No Burials,Hartal and Yigal 2012,Chalcolithic (undifferentiated),478,66.39500427,212,3.452014685,219.4724579,10.8709,16.1767,0,62.3198
96,210,ASI18/1-121,Ein el-Qusiba,,268250,760150,35.72616643,32.93520177,,,Refugia,Anti-Lebanon Mountains,Golan,,Surface,Unknown,No Burials,Hartal and Yigal 2012,Chalcolithic (undifferentiated),530,64.94000244,391,8.535708427,242.2658081,10.8134,15.6299,0,75.0374
97,211,ASI18/1-126,Nahal Hiwyai (North),,269150,760350,35.73580015,32.9369645,,,Refugia,Anti-Lebanon Mountains,Golan,,Surface,Pastoral,No Burials,Hartal and Yigal 2012,Chalcolithic (undifferentiated),534,64.74499512,413,10.24837494,179.1319427,10.4754,13.7747,0,87.0305
98,212,ASI18/2-2,Tell Razanyye (South),,270600,769350,35.75180448,33.01804414,0.8,200,Refugia,Anti-Lebanon Mountains,Golan,,Stratified,Unknown,No Burials,Yigal and Hartal 2012,Chalcolithic (undifferentiated),613,62.97499847,612,3.884387493,221.7295074,8.95366,11.3143,0,127.83
99,213,ASI18/2-3,Razanyye (southwest),,270300,769400,35.74859662,33.018509,0.5,125,Refugia,Anti-Lebanon Mountains,Golan,,Stratified,Pastoral,No Burials,Yigal and Hartal 2012,Chalcolithic (undifferentiated),614,63.21499634,607,3.715237379,207.6459808,9.85896,12.0984,0,128.149
100,214,ASI18/2-7,Upper Nahal Zawitan (South),,273900,769850,35.78715093,33.02239233,,,Refugia,Anti-Lebanon Mountains,Golan,,Surface,Pastoral,No Burials,Yigal and Hartal 2012,Chalcolithic (undifferentiated),626,62.02999878,753,1.446588039,282.5288086,5.91188,9.20387,0,114.092
101,215,ASI18/2-13,Razanyye (South),,270200,768100,35.74745455,33.00679255,,,Refugia,Anti-Lebanon Mountains,Golan,,Surface,Pastoral,No Burials,Yigal and Hartal 2012,Chalcolithic (undifferentiated),588,63.76999664,557,3.306930542,211.4295654,9.45335,11.9108,0,119.837
102,216,ASI18/2-15,Upper Nahal Zawitan Fortress,,270250,768850,35.74803108,33.0135524,,,Refugia,Anti-Lebanon Mountains,Golan,,Stratified,Unknown,No Burials,Yigal and Hartal 2012,Chalcolithic (undifferentiated),600,63.54499817,582,3.504858732,190.3048401,9.58655,12.6572,0,114.737
103,217,ASI18/2-16,Nahal Zawitan and Nahal Dalhamyya Confluence,,270300,768500,35.74854677,33.01039439,,,Refugia,Anti-Lebanon Mountains,Golan,,Surface,Unknown,Dolmen,Yigal and Hartal 2012,Chalcolithic (undifferentiated),600,63.54499817,566,2.357961178,273.8140869,9.58655,12.6572,0,114.737
104,218,ASI18/2-17,Slaqiyye (North),,272200,768500,35.76887898,33.0103041,,,Refugia,Anti-Lebanon Mountains,Golan,,Surface,Pastoral,Dolmen,Yigal and Hartal 2012,Chalcolithic (undifferentiated),608,62.68999863,651,2.229380131,230.7105865,5.86603,9.07866,0,119.901
105,220,ASI18/2-23,Slaqiyye,,272000,767400,35.76667582,33.00039592,12,3000,Refugia,Anti-Lebanon Mountains,Golan,,Surface,Pastoral,No Burials,Yigal and Hartal 2012,Chalcolithic (undifferentiated),599,62.88500214,619,2.104595184,243.4349518,6.38342,9.33156,0,106.344
106,221,ASI18/2-25,Qeshet Junction (Northeast),,274400,767200,35.79234365,32.99847438,,,Refugia,Anti-Lebanon Mountains,Golan,,Single Period,Agricultural,Dolmen,Yigal and Hartal 2012,Chalcolithic (undifferentiated),598,62.40499878,704,1.340632916,200.5560455,14.8332,10.9765,0,99.9919
107,222,ASI18/2-33,el-Mishta (North),,273200,766350,35.77945433,32.9908704,,,Refugia,Anti-Lebanon Mountains,Golan,,Single Period,Unknown,No Burials,Yigal and Hartal 2012,Chalcolithic (undifferentiated),585,63.00499725,635,3.222424984,228.9451904,6.24001,8.62111,0,110.968
108,223,ASI18/2-36,Qeshet Junction (East),,274900,766400,35.79764522,32.99123612,,,Refugia,Anti-Lebanon Mountains,Golan,,Single Period,Pastoral,Tomb,Yigal and Hartal 2012,Chalcolithic (undifferentiated),587,62.59999847,695,1.023000836,212.4711914,14.3457,9.52824,0,95.2654
109,225,ASI18/2-39,Mesil Ja'dan,,271550,765150,35.76173333,32.98013095,,,Refugia,Anti-Lebanon Mountains,Golan,,Stratified,Pastoral,Dolmen,Yigal and Hartal 2012,Chalcolithic (undifferentiated),572,63.60499573,554,3.123865366,252.4744263,6.35782,9.66127,0,91.0352
110,226,ASI18/2-40,El-Bira (West),,272800,765950,35.77515161,32.98728355,,,Refugia,Anti-Lebanon Mountains,Golan,,Surface,Unknown,Dolmen,Yigal and Hartal 2012,Chalcolithic (undifferentiated),585,63.00499725,616,2.560277939,242.6501312,6.24001,8.62111,0,110.968
111,227,ASI18/2-41,el-Mishta (South),,273400,765710,35.78155653,32.98509015,,,Refugia,Anti-Lebanon Mountains,Golan,,Single Period,Unknown,Dolmen,Yigal and Hartal 2012,Chalcolithic (undifferentiated),585,63.00499725,636,4.480746746,264.9868774,6.24001,8.62111,0,110.968
112,228,ASI18/2-42,Spot Height  655 m (Southwest),,273400,765450,35.78154128,32.98274593,,,Refugia,Anti-Lebanon Mountains,Golan,,Surface,Unknown,No Burials,Yigal and Hartal 2012,Chalcolithic (undifferentiated),579,63.07999802,631,4.229621887,270,9.77392,11.4657,0,104.352
113,229,ASI18/2-43,el-Bira (Southwest),,273000,765800,35.77728254,32.98592131,,,Refugia,Anti-Lebanon Mountains,Golan,,Surface,Unknown,Dolmen,Yigal and Hartal 2012,Chalcolithic (undifferentiated),585,63.00499725,615,2.531330585,253.810791,6.24001,8.62111,0,110.968
114,230,ASI18/2-49,Musha'an (North),,273300,764150,35.7803954,32.97102976,,,Refugia,Anti-Lebanon Mountains,Golan,,Surface,Unknown,No Burials,Yigal and Hartal 2012,Chalcolithic (undifferentiated),572,63.24500275,597,3.478538036,194.3493347,9.06418,11.3057,0,113.512
115,231,ASI18/2-51,Qeshet (Southwest),,274850,766700,35.79712836,32.99394352,,,Refugia,Anti-Lebanon Mountains,Golan,,Single Period,Pastoral,Dolmen,Yigal and Hartal 2012,Chalcolithic (undifferentiated),598,62.40499878,699,2.553071976,227.4895477,14.8332,10.9765,0,99.9919
116,234,ASI18/2-56,Musha'an (South),,272950,763310,35.77660284,32.96347331,,,Refugia,Anti-Lebanon Mountains,Golan,,Surface,Unknown,Dolmen,Yigal and Hartal 2012,Chalcolithic (undifferentiated),561,63.51499939,555,3.121901512,231.115509,8.94222,11.2518,0,121.771
117,235,ASI18/2-57,Musha'an,,273450,763910,35.78198577,32.96885845,,,Refugia,Anti-Lebanon Mountains,Golan,,Single Period,Unknown,Dolmen,Yigal and Hartal 2012,Chalcolithic (undifferentiated),572,63.24500275,594,1.480219245,212.0053864,9.06418,11.3057,0,113.512
118,236,ASI18/2-68,Ayit Waterfall,,270700,762300,35.75248174,32.95447476,,,Refugia,Anti-Lebanon Mountains,Golan,,Single Period,Pastoral,No Burials,Yigal and Hartal 2012,Chalcolithic (undifferentiated),545,64.30999756,441,9.425312042,217.626236,9.48979,12.7062,0,91.5383
119,237,ASI18/2-69,Ayit Enclosure,,270500,762200,35.75033731,32.95358249,0.7,175,Refugia,Anti-Lebanon Mountains,Golan,,Surface,Pastoral,No Burials,Yigal and Hartal 2012,Chalcolithic (undifferentiated),545,64.30999756,409,8.018482208,206.5650482,9.48979,12.7062,0,91.5383
120,239,ASI18/2-73,en-Nikhele (North),,271300,762800,35.75892655,32.9589546,,,Refugia,Anti-Lebanon Mountains,Golan,,Surface,Pastoral,Dolmen,Yigal and Hartal 2012,Chalcolithic (undifferentiated),558,63.91999817,488,2.901926517,218.4180603,6.22187,8.36105,0,89.3411
121,244,ASI18/2-80,Tell Tannuriyye (South),,274400,762100,35.79203903,32.95249165,0.1,25,Refugia,Anti-Lebanon Mountains,Golan,,Single Period,Pastoral,No Burials,Yigal and Hartal 2012,Chalcolithic (undifferentiated),554,63.34999847,569,2.232134819,161.5650482,9.08846,11.2932,0,112.19
122,245,ASI18/2-84,Umm ed-Dan'r (North),,277300,762100,35.82305187,32.95234193,,,Refugia,Anti-Lebanon Mountains,Golan,,Surface,Pastoral,Tomb,Yigal and Hartal 2012,Chalcolithic (undifferentiated),557,62.77999878,668,3.767601967,225,5.92499,8.07205,0,107.452
123,246,ASI18/2-87,Gharghar,,271850,761610,35.76474107,32.94819895,,,Refugia,Anti-Lebanon Mountains,Golan,,Stratified,Unknown,Tomb,Yigal and Hartal 2012,Chalcolithic (undifferentiated),544,64.16000366,498,2.492208481,204.1455383,9.71824,12.7019,0,107.871
124,247,ASI18/2-89,Tannuriyye (South),,275200,761250,35.80054288,32.94478731,,,Refugia,Anti-Lebanon Mountains,Golan,,Surface,Unknown,No Burials,Yigal and Hartal 2012,Chalcolithic (undifferentiated),547,63.33499908,578,1.240508795,251.5650482,8.67071,10.7512,0,111.89
125,248,ASI18/2-90,Tannuriyye (East),,275500,761800,35.80378429,32.94973089,,,Refugia,Anti-Lebanon Mountains,Golan,,Surface (main),Unknown,No Burials,Yigal and Hartal 2012,Chalcolithic (undifferentiated),547,63.33499908,592,3.915768623,250.1148376,8.67071,10.7512,0,111.89
126,249,ASI18/2-91,Tannuriyye (Southeast),,275600,761600,35.80484148,32.94792251,,,Refugia,Anti-Lebanon Mountains,Golan,,Single Period,Unknown,Dolmen,Yigal and Hartal 2012,Chalcolithic (undifferentiated),547,63.33499908,600,3.290204525,257.6192322,8.67071,10.7512,0,111.89
127,250,ASI18/2-93,Tannuriyye Pass,,275200,761500,35.80055801,32.94704137,,,Refugia,Anti-Lebanon Mountains,Golan,,Surface (main),Unknown,Tomb,Yigal and Hartal 2012,Chalcolithic (undifferentiated),547,63.33499908,574,3.015971184,242.1027222,8.67071,10.7512,0,111.89
128,251,ASI18/2-97,Spot Height  647 m,,276600,761900,35.81555362,32.95057553,,,Refugia,Anti-Lebanon Mountains,Golan,,Single Period,Pastoral,Dolmen,Yigal and Hartal 2012,Chalcolithic (undifferentiated),554,63.01999664,631,4.003838539,210.5792236,6.00962,8.11253,0,105.334
129,267,ASI20-87,Giv'at Yavor 2,,216979,756098,35.1779595,32.89975221,4,1000,Refugia,Lower Galilee,Northern Coastal Plain,,Surface,Unknown,No Burials,Lehmann and Peilstöcker 2012,Chalcolithic (undifferentiated),575,67.45999146,63,8.743108749,219.2176056,71.6034,10.1144,49.4,34.914
130,273,ASI22-33,German Colony,,199880,747197,34.99538847,32.81932142,,,Refugia,Samaria,Northern Coastal Plain,,Surface,Unknown,No Burials,Olami et al. 2003,Chalcolithic (undifferentiated),570,67.87999725,20,5.0780797,28.53998566,41.9994,7.41459,83.5351,12.7221
131,274,ASI22-51,Nahal Siyah,,197180,745396,34.96659946,32.80303061,,,Refugia,Samaria,Northern Coastal Plain,,Surface,Unknown,No Burials,Olami et al. 2003,Chalcolithic (undifferentiated),577,67.80500031,50,5.886818409,253.0091705,No Data,No Data,No Data,No Data
132,276,ASI22-63,Karmeliyya,,197680,744896,34.97194953,32.7985322,25,6250,Refugia,Samaria,Northern Coastal Plain,,Stratified,Industrial,No Burials,Olami et al. 2003,Chalcolithic (undifferentiated),615,67.20500183,202,17.64214897,277.9207459,141.769,6.80883,0,2.95939
133,277,ASI22-66,Horbat Qastra,,197480,744296,34.96982851,32.79311809,25,6250,Refugia,Coastal Plain,Northern Coastal Plain,,Stratified,Unknown,Cemetery,Olami et al. 2003,Chalcolithic (undifferentiated),615,67.20500183,57,7.311052799,253.8865814,141.769,6.80883,0,2.95939
134,280,ASI22-91,Nahal 'Ammiram,,196180,742896,34.95598549,32.78046769,2,500,Refugia,Coastal Plain,Northern Coastal Plain,,Surface,Unknown,No Burials,Olami et al. 2003,Chalcolithic (undifferentiated),563,68.02999878,3,1.179479957,273.8140869,No Data,No Data,No Data,No Data
135,281,ASI22-109,Nahal 'Ammiram,,198980,742096,34.98589023,32.77330986,,,Refugia,Coastal Plain,Northern Coastal Plain,,Surface,Unknown,No Burials,Olami et al. 2003,Chalcolithic (undifferentiated),656,66.33499908,241,2.553071976,280.6196594,172.654,11.242,78.1012,19.5451
136,284,ASI22-151,En Qedem,,199680,740696,34.99339121,32.76069896,2.5,625,Refugia,Samaria,Northern Coastal Plain,,Stratified,Unknown,No Burials,Olami et al. 2003,Chalcolithic (undifferentiated),651,66.34999847,153,11.09374809,177.1975555,206.404,10.82,73.6806,24.652
137,285,ASI22-155,Nahal Gallim,,199880,740296,34.99553395,32.75709575,1.5,375,Refugia,Samaria,Northern Coastal Plain,,Single Period,Unknown,No Burials,Olami et al. 2003,Chalcolithic (undifferentiated),644,66.41000366,128,5.558758259,256.1593018,208.762,8.00992,57.0112,11.8339
138,286,ASI22-156,Me'arat Ornit,,199380,740196,34.99020051,32.75618505,,,Refugia,Samaria,Northern Coastal Plain,,Surface,Unknown,No Burials,Olami et al. 2003,Chalcolithic (undifferentiated),647,66.45500183,197,7.798377514,286.2601929,177.546,9.67261,45.3843,13.9672
139,292,ASI23-97,N/A,,200480,740297,35.00193665,32.75711528,,,Refugia,Samaria,Northern Coastal Plain,,Surface,Unknown,No Burials,Ronen and Olami 1983,Chalcolithic (undifferentiated),655,66.18499756,221,11.87595558,184.8565979,0,0,0,0
140,293,ASI24-2,Nahal Evlayim,,215180,749648,35.15876099,32.84158801,,,Refugia,Northern Coastal Plain,Lower Galilee,,Surface,Unknown,No Burials,Olami and Gal 2003,Chalcolithic (undifferentiated),576,67.32499695,34,0.784640193,306.8699036,47.1251,16.2031,20.7497,31.1186
141,295,ASI24-36,Shefar'am (north),,215880,747498,35.16624623,32.82220418,,,Refugia,Northern Coastal Plain,Lower Galilee,,Surface,Unknown,No Burials,Olami and Gal 2003,Chalcolithic (undifferentiated),585,67.11499786,81,2.861465693,9.462322235,38.2014,14.6247,21.0336,31.2515
142,299,ASI24-87,Nahal Zippori,,212830,743697,35.1337023,32.78791664,,,Refugia,Northern Coastal Plain,Lower Galilee,,Surface,Industrial,No Burials,Olami and Gal 2003,Chalcolithic (undifferentiated),581,66.94999695,81,4.24548912,330.1239929,268.792,11.818,43.3285,35.45
143,303,ASI24-113,Horbat Govit,,213680,741797,35.14278781,32.77078919,0.3,75,Refugia,Lower Galilee,Lower Galilee,,Stratified,Unknown,Tomb,Olami and Gal 2003,Chalcolithic (undifferentiated),568,67.02500153,40,2.119146824,357.8789063,174.447,12.4686,18.9606,36.0005
144,305,ASI24-116,Nahal Zippori,,214730,741198,35.15399739,32.76539302,0.5,125,Refugia,Lower Galilee,Lower Galilee,,Surface,Unknown,No Burials,Olami and Gal 2003,Chalcolithic (undifferentiated),589,66.61999512,67,6.85099268,245.7722473,43.0869,15.9449,44.9739,34.6496
145,306,ASI24-118,Nahal Zippori,,215380,741548,35.16093283,32.76855156,8,2000,Refugia,Lower Galilee,Lower Galilee,,Surface,Unknown,No Burials,Olami and Gal 2003,Chalcolithic (undifferentiated),585,66.63499451,119,18.57542801,353.9176636,41.0608,15.3477,45.2016,34.1882
146,307,ASI24-120,'Ain Umm Hmeid (M),,219480,741298,35.20469061,32.76630486,0.3,75,Refugia,Lower Galilee,Lower Galilee,,Surface,Unknown,No Burials,Olami and Gal 2003,Chalcolithic (undifferentiated),606,66.18499756,160,8.832728386,124.9506531,38.9158,16.8405,40.2951,34.0108
147,308,ASI24-125,Nahal Zippori,,214080,740748,35.14706303,32.76133239,,,Refugia,Lower Galilee,Lower Galilee,,Surface,Unknown,No Burials,Olami and Gal 2003,Chalcolithic (undifferentiated),609,66.2749939,202,6.315250397,257.8557129,191.026,16.8146,57.1318,33.272
148,309,ASI24-127,'En Yivqa',,216580,740048,35.17374462,32.75502985,0.25,62.5,Refugia,Lower Galilee,Lower Galilee,,Stratified,Unknown,No Burials,Olami and Gal 2003,Chalcolithic (undifferentiated),584,66.60499573,89,4.274185658,76.21839905,40.2507,12.6379,16.5027,35.4108
149,310,ASI26-1,N/A,,195680,739796,34.9507278,32.75250458,,,Refugia,Coastal Plain,Northern Coastal Plain,,Surface,Unknown,No Burials,Ronen and Olami 1978,Chalcolithic (undifferentiated),559,67.98500061,2,0.647043824,75.96375275,No Data,No Data,No Data,No Data
150,311,ASI26-2,Horbat Khreis (S),,195680,739096,34.95074569,32.74619272,,,Refugia,Coastal Plain,Northern Coastal Plain,,Surface,Unknown,No Burials,Ronen and Olami 1978,Chalcolithic (undifferentiated),556,68,4,1.962524056,272.2906189,No Data,No Data,No Data,No Data
151,312,ASI26-3,N/A,,195530,739146,34.94914393,32.74664032,,,Refugia,Coastal Plain,Northern Coastal Plain,,Surface,Unknown,No Burials,Ronen and Olami 1978,Chalcolithic (undifferentiated),,,1,1.131547809,326.3099365,No Data,No Data,No Data,No Data
152,313,ASI26-4,N/A,,195480,739096,34.94861172,32.74618839,,,Refugia,Coastal Plain,Northern Coastal Plain,,Surface,Unknown,No Burials,Ronen and Olami 1978,Chalcolithic (undifferentiated),,,1,0.894610703,344.744873,No Data,No Data,No Data,No Data
153,314,ASI26-16,N/A,,195680,738796,34.95075335,32.74348764,,,Refugia,Coastal Plain,Northern Coastal Plain,,Surface,Unknown,No Burials,Ronen and Olami 1978,Chalcolithic (undifferentiated),556,68,4,1.131547809,236.3099365,No Data,No Data,No Data,No Data
154,315,ASI26-18,N/A,,195580,738496,34.9496941,32.74078039,,,Refugia,Coastal Plain,Northern Coastal Plain,,Surface,Unknown,No Burials,Ronen and Olami 1978,Chalcolithic (undifferentiated),,,2,1.092813134,68.96248627,No Data,No Data,No Data,No Data
155,316,ASI26-20,N/A,,195680,738296,34.95076613,32.73897917,,,Refugia,Coastal Plain,Northern Coastal Plain,,Surface,Unknown,No Burials,Ronen and Olami 1978,Chalcolithic (undifferentiated),553,68.02999878,1,0.49626863,71.56504822,No Data,No Data,No Data,No Data
156,318,ASI26-29,Me'arat Sefunim,,198260,738076,34.9782972,32.73704811,,,Refugia,Coastal Plain,Northern Coastal Plain,,Stratified,Unknown,No Burials,Ronen and Olami 1978,Chalcolithic (undifferentiated),626,66.74000549,127,11.92088413,281.6015015,202.747,9.07188,57.6173,21.1492
157,319,ASI26-34,Horbat Qar'a,,195480,737496,34.94865293,32.73176127,,,Refugia,Coastal Plain,Northern Coastal Plain,,Stratified,Unknown,No Burials,Ronen and Olami 1978,Chalcolithic (undifferentiated),550,68.04499817,4,0.565829039,213.6900635,No Data,No Data,No Data,No Data
158,320,ASI26-35,N/A,,195480,737296,34.94865808,32.72995788,,,Refugia,Coastal Plain,Northern Coastal Plain,,Surface,Unknown,No Burials,Ronen and Olami 1978,Chalcolithic (undifferentiated),550,68.04499817,7,1.999760509,311.8201599,No Data,No Data,No Data,No Data
159,321,ASI26-44,N/A,,197820,737086,34.97362593,32.72811275,,,Refugia,Coastal Plain,Northern Coastal Plain,,Stratified,Unknown,No Burials,Ronen and Olami 1978,Chalcolithic (undifferentiated),575,67.48999786,87,17.20163345,260.5793457,223.039,9.61452,56.1461,23.0339
160,322,ASI26-53,N/A,,195380,736796,34.94760421,32.72544722,,,Refugia,Coastal Plain,Northern Coastal Plain,,Surface,Unknown,No Burials,Ronen and Olami 1978,Chalcolithic (undifferentiated),550,68.04499817,5,2.745429993,271.6365662,No Data,No Data,No Data,No Data
161,324,ASI26-57,"""Magadim Well""",,195600,736536,34.9499577,32.72310759,,,Refugia,Coastal Plain,Northern Coastal Plain,,Surface,Unknown,No Burials,Ronen and Olami 1978,Chalcolithic (undifferentiated),546,68.02999878,3,1.689782262,111.8014069,No Data,No Data,No Data,No Data
162,326,ASI26-64,N/A,,199080,735996,34.98709112,32.71830825,,,Refugia,Samaria,Northern Coastal Plain,,Surface,Industrial,No Burials,Ronen and Olami 1978,Chalcolithic (undifferentiated),655,66.15499878,221,7.875768662,180.5672607,194.533,8.19341,45.7223,6.37805
163,328,ASI26-95,N/A,,197980,734196,34.97539937,32.70205675,1,250,Refugia,Coastal Plain,Northern Coastal Plain,,Surface,Unknown,No Burials,Ronen and Olami 1978,Chalcolithic (undifferentiated),602,66.99499512,63,8.583185196,216.1420441,236.314,9.99743,50.6884,25.91
164,329,ASI26-96,'Ein Hod,,198480,734096,34.98073393,32.70116467,,,Refugia,Samaria,Northern Coastal Plain,,Surface,Unknown,No Burials,Ronen and Olami 1978,Chalcolithic (undifferentiated),602,66.99499512,121,12.13510227,217.2348328,236.314,9.99743,50.6884,25.91
165,330,ASI26-121,N/A,,193881,731096,34.93177012,32.6740166,,,Refugia,Coastal Plain,Northern Coastal Plain,,Single Period,Unknown,Cemetery,Ronen and Olami 1978,Chalcolithic (undifferentiated),530,67.89500427,0,0.49626863,288.4349365,No Data,No Data,No Data,No Data
166,331,ASI27-42,'En Nesher,,204780,738337,35.04785381,32.73950771,,,Refugia,Samaria,Karmel Ridge,,Surface,Unknown,No Burials,Olami et al. 2004,Chalcolithic (undifferentiated),741,64.36999512,452,10.85500431,315.5787354,146.414,13.3257,50.797,18.2703
167,333,ASI27-50,Nahal Yagur,,207350,738387,35.07527285,32.73998981,0.05,12.5,Refugia,Jezreel Valley,Karmel Ridge,,Surface,Unknown,No Burials,Olami et al. 2004,Chalcolithic (undifferentiated),572,67.08499908,80,15.89199638,101.0937195,174.15,11.3541,54.0782,25.1027
168,339,ASI27-93,Nahal Heq,,204620,736477,35.04617638,32.72273392,,,Refugia,Samaria,Karmel Ridge,,Surface,Industrial,No Burials,Olami et al. 2004,Chalcolithic (undifferentiated),728,64.58000183,439,4.765924454,317.6629944,161.182,11.7363,55.4971,19.3917
